"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10371","should login with valid credentials","","Mon Jun 02 10:45:30 BRT 2025","passed","Mon Jun 02 10:45:41 BRT 2025","","My Login application","",""
